Materials Description,Product id,Material Price,Vendor Location,Link,Formatted Datetime
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),202288508,5.99,lowes,https://www.lowes.com/pd/Sigma-Electric-ProConnex-3-4-in-Set-Screw-Coupling-Electrical-Metal-Tubing-Compatible-Conduit-Fitting/1100265,11/03/2022 10:47:48
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),202288508,2.98,pinterest,https://www.pinterest.com/pin/230668812499210604/,11/03/2022 10:47:48
500 ft. 14-Gauge Black Stranded CU THHN Wire,203401613,75.88,homedepot,https://www.homedepot.com/p/Southwire-500-ft-14-Gauge-Black-Stranded-CU-THHN-Wire-22955958/203401613,11/03/2022 10:47:48
500 ft. 14-Gauge Black Stranded CU THHN Wire,203401613,106.54,amazon,https://www.amazon.com/Cerro-112-3451J-500-Feet-14-Gauge-Stranded/dp/B00D49VOI6,11/03/2022 10:47:48
500 ft. 14-Gauge Black Stranded CU THHN Wire,203401613,64.99,farmandfleet,https://www.farmandfleet.com/products/1329624-southwire-500-ft-14-black-solid-cu-thhn-wire.html,11/03/2022 10:47:48
500 ft. 14-Gauge Black Stranded CU THHN Wire,203401613,60.0,ebay,https://www.ebay.com/p/1203573345,11/03/2022 10:47:48
500 ft. 12 Gauge Black Stranded Copper THHN Wire,202304641,99.0,homedepot,https://www.homedepot.com/p/Southwire-500-ft-12-Black-Stranded-CU-THHN-Wire-22964158/203401696,11/03/2022 10:47:48
500 ft. 12 Gauge Black Stranded Copper THHN Wire,202304641,117.0,lowes,https://www.lowes.com/pd/Southwire-500-ft-12-AWG-Stranded-Black-Copper-THHN-Wire-By-the-Roll/3659372,11/03/2022 10:47:48
500 ft. 12 Gauge Black Stranded Copper THHN Wire,202304641,120.61,amazon,https://www.amazon.com/Gauge-Stranded-Copper-Wire-Black/dp/B0875QSY74,11/03/2022 10:47:48
500 ft. 10 Gauge Black Stranded Copper THHN Wire,202304645,145.0,homedepot,https://www.homedepot.com/p/Southwire-500-ft-10-Black-Stranded-CU-THHN-Wire-22973257/202316335,11/03/2022 10:47:48
500 ft. 10 Gauge Black Stranded Copper THHN Wire,202304645,155.99,amazon,https://www.amazon.com/Gauge-Stranded-Copper-Building-Wire/dp/B08DZMFZTR,11/03/2022 10:47:48
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,202019377,118.0,homedepot,https://www.homedepot.com/p/Southwire-250-ft-14-2-Romex-SIMpull-Solid-NM-B-W-G-Wire-28827469/202019377,11/03/2022 10:47:48
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,202019377,114.0,amazon,https://www.amazon.com/SOUTHWIRE-COMPANY-28827455-250-Cable/dp/B000LNOJVW,11/03/2022 10:47:48
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,202019377,118.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-2-Non-Metallic-Wire-By-the-Roll/1193437,11/03/2022 10:47:48
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,202019377,111.07,ebay,https://www.ebay.com/itm/363478081520,11/03/2022 10:47:48
250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,202019377,84.99,landmsupply,https://www.landmsupply.com/southwire-romex-simpull-cable-w-ground-white-14-2-awg-250-ft-28827455,11/03/2022 10:47:48
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,202316275,158.0,homedepot,https://www.homedepot.com/p/Southwire-250-ft-14-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63946855/202316275,11/03/2022 10:47:48
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,202316275,159.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-3-Non-Metallic-Wire-By-the-Roll/3129317,11/03/2022 10:47:48
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,202316275,172.22,ebay,https://www.ebay.com/itm/203704802084,11/03/2022 10:47:48
250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,202316275,215.0,walmart,https://www.walmart.com/ip/250-ft-14-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire/786548661,11/03/2022 10:47:48
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,202019375,149.0,homedepot,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,11/03/2022 10:47:48
250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,202019375,149.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,11/03/2022 10:47:48
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,202316276,279.0,homedepot,https://www.homedepot.com/p/Southwire-250-ft-12-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63947655/202316276,11/03/2022 10:47:48
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,202316276,289.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-3-Non-Metallic-Wire-By-the-Roll/3136775,11/03/2022 10:47:48
250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,202316276,339.09,qcsupply,https://www.qcsupply.com/12-3-romex-simpull-wire-250ft.html,11/03/2022 10:47:48
