link,material_description,material_price,product_id,vendor,formatted_datetime
https://www.homedepot.com/p/1-in-x-10-ft-Electric-Metallic-Tube-EMT-Conduit-101568/100400409,1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,20.62,100400409,homedepot,11/08/2022 18:01:34
https://www.wilmar.com/Sku/24-87610/allied-tube-and-conduit-1-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020032-101568,1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,17.55,100400409,wilmar,11/08/2022 18:01:34
https://www.homedepot.com/p/3-4-in-x-10-ft-Electric-Metallic-Tube-EMT-Conduit-853429/100400406,3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,11.91,100400406,homedepot,11/08/2022 18:01:34
https://www.lowes.com/pd/Common-3-4-in-Actual-75-In-Metallic-Emt-10-ft-Conduit/3129553,3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,12.68,100400406,lowes,11/08/2022 18:01:34
https://www.ebarnett.com/Sku/2487616/34-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020025-853429,3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,10.47,100400406,ebarnett,11/08/2022 18:01:34
https://www.gordonelectricsupply.com/p/Allied-898303-Emt-Conduit-3-4-Emt-Conduit-X-10/1673,3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,8.6,100400406,gordonelectricsupply,11/08/2022 18:01:34
https://www.amazon.com/Halex-26270-STEEL-CONNECTOR-Silver/dp/B00L2J46LW,1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),8.54,100137321,amazon,11/08/2022 18:01:34
https://www.homedepot.com/p/1-2-in-x-10-ft-Electric-Metallic-Tube-EMT-Conduit-853428/100400405,1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,7.22,100400405,homedepot,11/08/2022 18:01:34
https://www.lowes.com/pd/Common-1-2-in-Actual-50-In-Metallic-Emt-10-ft-Conduit/3129551,1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,5.99,100400405,lowes,11/08/2022 18:01:34
https://www.gordonelectricsupply.com/p/Allied-898302-Emt-Conduit-1-2-Emt-Conduit-X-10/1608,1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,4.86,100400405,gordonelectricsupply,11/08/2022 18:01:34
https://www.supplyworks.com/Sku/2487615/12-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020018-853428,1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,5.88,100400405,supplyworks,11/08/2022 18:01:34
https://www.ebarnett.com/Sku/2487615/12-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020018-853428,1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,5.88,100400405,ebarnett,11/08/2022 18:01:34
https://www.menards.com/main/electrical/conduit-conduit-fittings-raceways/conduit/wheatland-tube-company-emt-conduit/0559010000/p-1444446525135-c-6423.htm,1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,7.24,100400405,menards,11/08/2022 18:01:34
https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,1.15,202241090,homedepot,11/08/2022 18:01:34
https://www.amazon.com/Halex-26270-STEEL-CONNECTOR-Silver/dp/B00L2J46LW,1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),8.54,100144234,amazon,11/08/2022 18:01:34
https://www.homedepot.com/p/Halex-3-4-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connectors-5-Pack-26272/100163157,3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),4.6,202077145,homedepot,11/08/2022 18:01:34
https://www.lowes.com/pd/Halex-3-4-in-EMT-STEEL-SET-SCREW-CONNECTOR-5-BAG/1002846668,3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),5.99,202077145,lowes,11/08/2022 18:01:34
https://www.amazon.com/Halex-Electrical-Set-Screw-Connector-12301B/dp/B00FQ570W0,3/4 in. Electrical Metallic Tube (EMT) Set-Screw Connector (5-Pack),11.03,202077145,amazon,11/08/2022 18:01:34
https://www.homedepot.com/p/Halex-1-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connector-62710/100562217,1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,1.6,202077147,homedepot,11/08/2022 18:01:34
https://www.homedepot.com/p/Halex-3-4-in-Standard-Fitting-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-5-Pack-26282/202288508,3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,202288508,homedepot,11/08/2022 18:01:34
https://www.lowes.com/pd/Sigma-Electric-ProConnex-3-4-in-Set-Screw-Coupling-Electrical-Metal-Tubing-Compatible-Conduit-Fitting/1100265,3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),5.99,202288508,lowes,11/08/2022 18:01:34
https://www.pinterest.com/pin/230668812499210604/,3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,202288508,pinterest,11/08/2022 18:01:34
https://www.homedepot.com/p/Southwire-500-ft-4-Black-Stranded-CU-SIMpull-THHN-Wire-20499001/202316585,500 ft. 4 Gauge Black Stranded Copper THHN Wire,765.0,202304774,homedepot,11/08/2022 18:01:34
https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,500 ft. 4 Gauge Black Stranded Copper THHN Wire,614.28,202304774,amazon,11/08/2022 18:01:34
https://www.ebay.com/p/17040228268,500 ft. 4 Gauge Black Stranded Copper THHN Wire,634.7,202304774,ebay,11/08/2022 18:01:34
https://www.homedepot.com/p/Southwire-500-ft-6-Black-Stranded-CU-SIMpull-THHN-Wire-20493301/202316339,500 ft. 6 Gauge Black Stranded Copper THHN Wire,409.0,202304649,homedepot,11/08/2022 18:01:34
https://www.amazon.com/Cerrowire-112-4201J-500-Feet-Stranded-Black/dp/B00D49VU6W,500 ft. 6 Gauge Black Stranded Copper THHN Wire,511.7,202304649,amazon,11/08/2022 18:01:34
https://www.southwestlumber.com/shop/electrical/cable-and-wire/building-wire/thhn-electrical-wire/southwire-500-ft-6-awg-stranded-black-thhn-wire?SKU=525650,500 ft. 6 Gauge Black Stranded Copper THHN Wire,354.99,202304649,southwestlumber,11/08/2022 18:01:34
https://www.ebay.com/itm/203860011450,500 ft. 6 Gauge Black Stranded Copper THHN Wire,445.81,202304649,ebay,11/08/2022 18:01:34
https://www.dkhardware.com/southwire-500-ft-6-black-stranded-cu-simpull-thhn-wire-20493301-product-3146605.html,500 ft. 6 Gauge Black Stranded Copper THHN Wire,506.37,202304649,dkhardware,11/08/2022 18:01:34
https://www.homedepot.com/p/Southwire-500-ft-10-Black-Stranded-CU-THHN-Wire-22973257/202316335,500 ft. 10 Gauge Black Stranded Copper THHN Wire,156.0,202304645,homedepot,11/08/2022 18:01:34
https://www.amazon.com/Gauge-Stranded-Copper-Building-Wire/dp/B08DZMFZTR,500 ft. 10 Gauge Black Stranded Copper THHN Wire,155.99,202304645,amazon,11/08/2022 18:01:34
https://www.wireandcableyourway.com/10-awg-thhn-stranded-wire-500ft-1000ft-or-2500ft-spool,500 ft. 10 Gauge Black Stranded Copper THHN Wire,165.0,202304645,wireandcableyourway,11/08/2022 18:01:34
https://www.amazon.com/SOUTHWIRE-COMPANY-28827455-250-Cable/dp/B000LNOJVW,250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,118.0,202019377,amazon,11/08/2022 18:01:34
https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-2-Non-Metallic-Wire-By-the-Roll/1193437,250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,118.0,202019377,lowes,11/08/2022 18:01:34
https://www.ebay.com/itm/363478081520,250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,111.07,202019377,ebay,11/08/2022 18:01:34
https://www.landmsupply.com/southwire-romex-simpull-cable-w-ground-white-14-2-awg-250-ft-28827455,250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,84.99,202019377,landmsupply,11/08/2022 18:01:34
https://www.ebay.com/itm/373786770182,250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,160.59,202316275,ebay,11/08/2022 18:01:34
https://www.pinterest.com/pin/815010863793613287/,250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,202316275,pinterest,11/08/2022 18:01:34
https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,202019375,homedepot,11/08/2022 18:01:34
https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,202019375,lowes,11/08/2022 18:01:34
https://www.homedepot.com/p/Southwire-250-ft-12-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63947655/202316276,250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,289.0,202316276,homedepot,11/08/2022 18:01:34
https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-3-Non-Metallic-Wire-By-the-Roll/3136775,250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,279.0,202316276,lowes,11/08/2022 18:01:34
