link,material_description,material_price,product_id,vendor_location,formatted_datetime
https://www.homedepot.com/p/1-in-x-10-ft-Electric-Metallic-Tube-EMT-Conduit-101568/100400409,1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,20.62,100400409,homedepot,11/01/2022 16:21:32
https://www.wilmar.com/Sku/24-87610/1-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020032-101568,1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,17.55,100400409,wilmar,11/01/2022 16:21:32
https://www.dkhardware.com/allied-tube-and-conduit-1-in-x-10-ft-electric-metallic-tube-emt-conduit-101568-product-3154073.html,1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,33.34,100400409,dkhardware,11/01/2022 16:21:32
https://www.homedepot.com/p/3-4-in-x-10-ft-Electric-Metallic-Tube-EMT-Conduit-853429/100400406,3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,11.91,100400406,homedepot,11/01/2022 16:21:32
https://www.lowes.com/pd/Common-3-4-in-Actual-75-In-Metallic-Emt-10-ft-Conduit/3129553,3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,12.68,100400406,lowes,11/01/2022 16:21:32
https://www.ebarnett.com/Sku/2487616/34-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020025-853429,3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,10.47,100400406,ebarnett,11/01/2022 16:21:32
https://www.gordonelectricsupply.com/p/Allied-898303-Emt-Conduit-3-4-Emt-Conduit-X-10/1673,3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,8.12,100400406,gordonelectricsupply,11/01/2022 16:21:32
https://www.homedepot.com/p/Halex-1-2-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connectors-5-Pack-26270/100137321,1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),3.98,100137321,homedepot,11/01/2022 16:21:32
https://www.amazon.com/Halex-26270-STEEL-CONNECTOR-Silver/dp/B00L2J46LW,1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),8.41,100137321,amazon,11/01/2022 16:21:32
https://www.lowes.com/pd/Sigma-Electric-ProConnex-1-2-in-Set-Screw-Connector-Electrical-Metal-Tubing-Compatible-Conduit-Fitting/1000152643,1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),5.99,100137321,lowes,11/01/2022 16:21:32
