material_price,vendor,link,formatted_datetime
2.98,pinterest,https://www.pinterest.com/pin/230668812499210604/,11/16/2022 08:33:11
1.15,homedepot,https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,11/16/2022 08:33:11
4.6,homedepot,https://www.homedepot.com/p/Halex-3-4-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connectors-5-Pack-26272/100163157,11/16/2022 08:33:11
5.99,lowes,https://www.lowes.com/pd/Halex-3-4-in-EMT-STEEL-SET-SCREW-CONNECTOR-5-BAG/1002846668,11/16/2022 08:33:11
20.0,amazon,https://www.amazon.com/Halex-Electrical-Set-Screw-Connector-12301B/dp/B00FQ570W0,11/16/2022 08:33:11
1.6,homedepot,https://www.homedepot.com/p/Halex-1-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connector-62710/100562217,11/16/2022 08:33:11
116.91,amazon,https://www.amazon.com/SOUTHWIRE-COMPANY-28827455-250-Cable/dp/B000LNOJVW,11/16/2022 08:33:11
118.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-2-Non-Metallic-Wire-By-the-Roll/1193437,11/16/2022 08:33:11
111.07,ebay,https://www.ebay.com/itm/363478081520,11/16/2022 08:33:11
124.0,socalelectric,https://www.socalelectric.com/products/250-ft-14-2-romex-simpull-solid-nm-b-w-g-wire,11/16/2022 08:33:11
90.0,com/products/southwire-romex-simpull-250-ft-14-2-solid-non-metallic-wire-by-the-roll,https://denalibuildingsupply.com/products/southwire-romex-simpull-250-ft-14-2-solid-non-metallic-wire-by-the-roll,11/16/2022 08:33:11
110.0,procuru,https://www.procuru.com/14-2-x-250-ft-romex-simpull-solid-nm-b-w-g-wire/,11/16/2022 08:33:11
167.24,homedepot,https://www.homedepot.com/p/Southwire-250-ft-14-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63946855/202316275,11/16/2022 08:33:11
158.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-14-3-Non-Metallic-Wire-By-the-Roll/3129317,11/16/2022 08:33:11
135.0,procuru,https://www.procuru.com/14-3-x-250-ft-romex-simpull-solid-nm-b-w-g-wire/,11/16/2022 08:33:11
149.0,homedepot,https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,11/16/2022 08:33:11
149.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,11/16/2022 08:33:11
279.0,homedepot,https://www.homedepot.com/p/Southwire-250-ft-12-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63947655/202316276,11/16/2022 08:33:11
289.0,lowes,https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-3-Non-Metallic-Wire-By-the-Roll/3136775,11/16/2022 08:33:11
315.01,ebay,https://www.ebay.com/b/12-3-Romex/92078/bn_7023293830,11/16/2022 08:33:11
352.78,dkhardware,https://www.dkhardware.com/southwire-250-ft-12-3-solid-romex-simpull-cu-nm-b-w-g-wire-63947655-product-3154056.html,11/16/2022 08:33:11
765.0,homedepot,https://www.homedepot.com/p/Southwire-500-ft-4-Black-Stranded-CU-SIMpull-THHN-Wire-20499001/202316585,11/16/2022 08:33:11
634.6,amazon,https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,11/16/2022 08:33:11
634.75,ebay,https://www.ebay.com/p/17040228268,11/16/2022 08:33:11
395.0,homedepot,https://www.homedepot.com/p/Southwire-500-ft-6-Black-Stranded-CU-SIMpull-THHN-Wire-20493301/202316339,11/16/2022 08:33:11
423.0,amazon,https://www.amazon.com/Cerrowire-112-4201J-500-Feet-Stranded-Black/dp/B00D49VU6W,11/16/2022 08:33:11
445.81,ebay,https://www.ebay.com/itm/203860011450,11/16/2022 08:33:11
449.0,menards,https://www.menards.com/main/electrical/electrical-wire-cable/thhn-electrical-wire/stranded-thhn-building-wire/20493301/p-1444442918910-c-1525874617505.htm,11/16/2022 08:33:11
149.0,homedepot,https://www.homedepot.com/p/Southwire-500-ft-10-Black-Stranded-CU-THHN-Wire-22973257/202316335,11/16/2022 08:33:11
154.99,amazon,https://www.amazon.com/Gauge-Stranded-Copper-Building-Wire/dp/B08DZMFZTR,11/16/2022 08:33:11
165.0,wireandcableyourway,https://www.wireandcableyourway.com/10-awg-thhn-stranded-wire-500ft-1000ft-or-2500ft-spool,11/16/2022 08:33:11
