material_description,material_price,vendor,link,formatted_datetime
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,7.22,homedepot,https://www.homedepot.com/p/1-2-in-x-10-ft-Electric-Metallic-Tube-EMT-Conduit-853428/100400405,11/1/2022 16:34
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,5.99,lowes,https://www.lowes.com/pd/Common-1-2-in-Actual-50-In-Metallic-Emt-10-ft-Conduit/3129551,11/1/2022 16:34
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,4.59,gordonelectricsupply,https://www.gordonelectricsupply.com/p/Allied-898302-Emt-Conduit-1-2-Emt-Conduit-X-10/1608,11/1/2022 16:34
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,150,supplyworks,https://www.supplyworks.com/Sku/2487615/12-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020018-853428,11/1/2022 16:34
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,7.24,menards,https://www.menards.com/main/electrical/conduit-conduit-fittings-raceways/conduit/wheatland-tube-company-emt-conduit/0559010000/p-1444446525135-c-6423.htm,11/1/2022 16:34
1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,100,mecampbell,https://www.mecampbell.com/1-2-x-10-ft-emt-conduit-color-silver-galvanized-steel-electrical-metallic-tubing.html,11/1/2022 16:34
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,11.91,homedepot,https://www.homedepot.com/p/3-4-in-x-10-ft-Electric-Metallic-Tube-EMT-Conduit-853429/100400406,11/1/2022 16:34
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,12.68,lowes,https://www.lowes.com/pd/Common-3-4-in-Actual-75-In-Metallic-Emt-10-ft-Conduit/3129553,11/1/2022 16:34
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,10.47,ebarnett,https://www.ebarnett.com/Sku/2487616/34-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020025-853429,11/1/2022 16:34
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,8.12,gordonelectricsupply,https://www.gordonelectricsupply.com/p/Allied-898303-Emt-Conduit-3-4-Emt-Conduit-X-10/1673,11/1/2022 16:34
3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,98.99,amazon,https://www.amazon.com/EMT-Conduit-10-ft-Steel/dp/B0078RZC4M,11/1/2022 16:34
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,20.62,homedepot,https://www.homedepot.com/p/1-in-x-10-ft-Electric-Metallic-Tube-EMT-Conduit-101568/100400409,11/1/2022 16:34
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,17.55,wilmar,https://www.wilmar.com/Sku/24-87610/1-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020032-101568,11/1/2022 16:34
1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,33.34,dkhardware,https://www.dkhardware.com/allied-tube-and-conduit-1-in-x-10-ft-electric-metallic-tube-emt-conduit-101568-product-3154073.html,11/1/2022 16:34
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),3.98,homedepot,https://www.homedepot.com/p/Halex-1-2-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connectors-5-Pack-26270/100137321,11/1/2022 16:34
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),8.54,amazon,https://www.amazon.com/Halex-26270-STEEL-CONNECTOR-Silver/dp/B00L2J46LW,11/1/2022 16:34
1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.1,wilmar,https://www.wilmar.com/Sku/202077151/halex-12-in-electrical-metallic-tube-emt-set-screw-coupling-5-pack-051411232207-23220,11/1/2022 16:34
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,homedepot,https://www.homedepot.com/p/Halex-3-4-in-Standard-Fitting-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-5-Pack-26282/202288508,11/1/2022 16:34
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),3.66,supplyworks,https://www.supplyworks.com/Sku/202328185/halex-34-in-electrical-metallic-tube-emt-set-screw-coupling-5-pack-051411232221-23222,11/1/2022 16:34
3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),5.99,lowes,https://www.lowes.com/pd/Sigma-Electric-ProConnex-3-4-in-Set-Screw-Coupling-Electrical-Metal-Tubing-Compatible-Conduit-Fitting/1100265,11/1/2022 16:34
